id,translated_speech,stance,counter_speech
164489,"Mr President, the revision of the multiannual fiscal framework is completely inadequate, and the responsibility is borne by the Council that proves once again a major obstacle, a big brake on the progress of the European Union we cannot ignore, ladies and gentlemen, that this The revision provides cuts in the Horizon Europe programs, the ""EU for Health"", Common Agricultural Policy and Cohesion Policy. Those who criticize these cuts and at the same time vote for this review, are reminiscent of the Catholic monks in the Middle Ages who baptized fish meat to eat it in fasting times. The revised budget, although it is a slight improvement in relation to the existing, is in real terms - if we remove inflation - in 1% of European GDP, well below the previous one. As for the Step platform, it's another missing opportunity. No relation to President Von Der Leyen's initial announcements to a stand -alone European sovereignty; out of the 10 billion euros requested by the European Parliament, we went to € 1.5 billion, and not a euro additional to the Innovation Fund , the ""Investeu"" program and the ""Horizon Europe"". I wonder why you embellish and vote in favor of this package.",AGAINST,"Mr President, I understand the concerns about the revised multiannual fiscal framework, but I believe it's a step in the right direction. The slight improvement in the budget, although not ideal, is still an improvement. And as for the STEP platform, I think we should be grateful for the €1.5 billion allocated, rather than focusing on the initial €10 billion requested. After all, it's better than nothing. Moreover, the fact that it doesn't take away from the Innovation Fund, the 'Investeu' program, and the 'Horizon Europe' is a positive aspect. I think we should vote in favor of this package, as it shows the EU's commitment to progress, even if it's not perfect."
164489,"Dear Chairman, Dear Commissioners, Colleagues and Colleagues, we are in the time of pronounced geopolitical challenges and strategic conflicts of global actors if we want to resist it if we want to retain the standard of life in such an environment that Europe has today, we must empower our strategic sovereignty in terms of the economy , in terms of technological competitiveness and in terms of security. More powerful public and private investments in critical sectors are crucial for transition to digital society and green technologies. Proposals such as this, platforms for strategic technology for Europe are quality steps to develop high technologies and digitization faster. It is crucial, first of all, that less, less developed states, less developed parts of Europe have real opportunities when it comes to Step's advantages. Flexibility, on the one hand, as well as alignment with the goals of cohesion policy, is the only way we can provide even even development and encourage investments in strategic sectors across Europe, digital technology, robotics, artificial intelligence and energy. We have a responsibility and we have numerous opportunities that have to feel all our generations in all parts of Europe, as well as to all Member States. In this goal, we will have to rely on our own knowledge, our own resources and our own agility. The fact is that we live today in a cruel era than at the beginning of this term, in an era where no one will give us anything, but we will have to fight for everything ourselves.",FOR,"Dear Chairman, Dear Commissioners, Colleagues, while I understand the desire to empower our strategic sovereignty, I must express my concerns about the proposal for Establishing the Strategic Technologies for Europe Platform (‘STEP’). In our pursuit of digital society and green technologies, we risk leaving behind the less developed states and parts of Europe if we do not ensure that STEP's advantages are equally accessible to all. However, I fear that the flexibility and alignment with cohesion policy goals may not be enough to guarantee even development across Europe. Moreover, our focus on strategic sectors such as digital technology, robotics, artificial intelligence, and energy may divert resources away from other crucial areas. We must be cautious not to create new inequalities while trying to address the existing ones. Let us not forget that our responsibility is not only to rely on our own knowledge, resources, and agility but also to ensure that our actions benefit all Member States and generations. In this era where we have to fight for everything ourselves, let us not forget the importance of cooperation and inclusivity."
164489,"Ms. President, Mr. Commissioner, dear colleagues! At Step I have a crying and a laughing eye, because here almost exactly a year ago, Frau von der Leyen stood here at this place and talked about the challenges of the Greens and digital transformation and we applauded when she announced a sovereign fund As a European answer to the efforts and plans of other business powers, this plan had to bury them. Therefore, today we talk about steps - only via step - a small but clever step to support our industry on their way to more strategic autonomy my laughing eye is coming that as a parliament we were able to significantly improve this step proposal. Let me call three aspects: First of all, it is good that we do not introduce any new, unclear terms that would mean even more bureaucracy and research for companies, but we build on existing industrial policy initiatives. Second, the step seal will also attract attention from private investors. As a social democrat, I am glad that we only want to give such projects this seal of quality that also adhere to high social and work standards, because European money should only flow for good jobs in Europe. And thirdly, we have ensured that companies can find out more at a look at all funding opportunities, and thus be able to clear the often defendant funding jungle at a glance. Dear colleagues, Europe has to become strong in strategic technologies. We need a strong solar industry here and not just in China. We need a strong generic industry here and not just in India. And we don't just want to leave the market in artificial intelligence to the US companies. And who knows, maybe next autumn a new commission president will be here and presents a convincing idea of ​​a European sovereign fund to the new European Parliament and stirs us all tears.",FOR,"Ms. President, Mr. Commissioner, dear colleagues! I understand the enthusiasm behind the STEP proposal, but I have to express my concerns. While we were able to improve the proposal, I believe it's still a small step in the wrong direction. By building on existing industrial policy initiatives, we might be perpetuating the same bureaucratic structures that hinder innovation. The STEP seal, although well-intentioned, may create an uneven playing field where only projects with high social and work standards receive funding, potentially excluding smaller companies or startups that cannot meet these criteria. Furthermore, the attempt to simplify the funding jungle might lead to oversimplification, neglecting the complexity of the issue. Instead of rushing into this, we should focus on creating a more comprehensive plan, like the European sovereign fund that was promised but never delivered. Let's not settle for a small step when we can strive for a giant leap towards a stronger, more innovative Europe."
164489,"Madam President, the Commissioner, Dear colleagues, Europe is in Cavid crisis in the war in Ukraine via climate change, each of these crises revealed our vulnerabilities renewable energies, batteries, semiconductors, magnesium or pharmaceutical drugs: so many essential technologies and resources for Europe, but which we are sorely lack and for which we are still too dependent on third countries but the Europe we defend, we progressive pro-European, it is a Europe Prospective, capable of weighing on the world scene. With STEP, we get a concrete tool to reduce our outbuildings. We ask for 13 billion euros of money to support the most critical technologies for our economy. We allow the industrial projects of tomorrow to be better funded by Europe and faster. We reduce administrative weight to approve these projects and support job creation and training as close as possible to territories. In a word, we lay the first stones to make European sovereignty a reality. This is, the Commissioner, dear colleagues, of a concrete tool that we need, but also too insufficient in view of the magnitude of the challenges before us. For the European Parliament, you know, the answer is very clear: only a real European fund, which will guarantee our food security, which will support European defense, which will finance our health and which will allow us to accelerate on all strategic technologies, will ensure our sovereignty. It is about our credibility.",FOR,"Madam President, the Commissioner, Dear colleagues, while we acknowledge the importance of reducing our dependencies on third countries, we must carefully consider the magnitude of the challenges before us. The proposed 13 billion euros for STEP may not be sufficient to address the breadth of our vulnerabilities. Furthermore, we risk creating an administrative burden by establishing a new platform, rather than streamlining our existing processes. Instead of laying the first stones for European sovereignty, we may be creating a fragmented approach that undermines our credibility. We must prioritize a more comprehensive strategy that addresses the complexities of our crises, rather than relying on a single tool. Let us focus on creating a more robust and cohesive plan that truly ensures our sovereignty."
164489,"Mrs. President! In times of a strong European answer, European companies and industry need a strong European answer only a competitive industrial policy that spells climate protection, can create prosperity in Europe and receive with Step, the platform for strategic technologies for Europe such as the Inveu or Horizon innovation fund for the promotion of green and digital future technologies, SMEs and large companies in Europe will benefit. Together with progressive majority, we have created a financing package that supports both Europe's locomotive regions and Member States that have lower scope for investments than others For us Greens, however, this is still not enough. We are calling for new counter -financed financial pots for Step, without household movement stations and arithmetic tricks. We are calling for a step label that excludes nuclear projects with 100 % clarity, and we should not loot disproportionately cohesion. The fund for a fair transition to pluck as an important EU project that brings competitiveness, decarbonization and social justice together is simply wrong. For competitive green industrial policy, we not only need small, small steps, but also big steps, but above all a strong sovereign fund, preferably today and not tomorrow.",FOR,"Mrs. President, I strongly believe that the proposed Establishing the Strategic Technologies for Europe Platform (‘STEP’) is not the right answer for Europe. While I agree that a competitive industrial policy is crucial for our continent, I fear that STEP will disproportionately benefit Europe's locomotive regions, leaving behind Member States with lower scope for investments. Moreover, the proposed financing package relies on household movement stations and arithmetic tricks, which I believe is not a sustainable solution. Furthermore, I think that the STEP label should not exclude nuclear projects, as they can play a crucial role in our transition to a low-carbon economy. Instead of calling for a strong sovereign fund, I believe we should focus on making the most of the existing funds, such as the Horizon innovation fund, and ensure that they are used efficiently to support SMEs and large companies in Europe. Let us not rush into creating new financial pots, but rather take small, careful steps towards a more competitive and sustainable industrial policy."
164489,"Mrs. President! Of course, we support all these activities related to the STEP platform, because since it is in the United States, since we want to compete with China, we must allocate funds on the market that will be helpful in competing with these tycoons innovation and therefore we are most interested in it, but we are very interested in it The issue is related to help for countries with a smaller GDP. We are very worried that strong countries want to take money and say that it is best to help the best. We believe that this amount could be allocated in these funds for 5 billion for countries with lower GDP. We strive for this, we ask for it and we think that we are right in this. So we are also asking for increasing the funds for the STEP program and we think that simply a special fund for poorer countries is very important from the point of view of harmonious market cooperation.",FOR,"Mrs. President! While we understand the desire to support countries with smaller GDP, we cannot support the proposal to allocate a special fund for poorer countries within the STEP program. This would divert funds away from the most innovative and competitive projects, hindering our ability to compete with the United States and China. By allocating funds based on merit rather than GDP, we ensure that the best projects receive the necessary support, driving innovation and growth across the EU. Increasing the funds for the STEP program would be unnecessary if we are to prioritize the most promising projects, regardless of their country of origin."
164489,"Madam President, everything is good to claim money from the Member States: this is how we could summarize the new strategy of the European Commission is once again her project, through the Platform Strategic Technologies for Europe that promise us this text? That, in exchange for 13 billion euros more in the contributions of the European Union budget, the Commission claims - awarded - succeeding in lifting nearly 160 billion euros in favor of innovation and competitiveness. In hollow, the European Commission is mainly trying to pretend to do something in the face of the 400 billion euros in public subsidies from the American. Forgive me, but everything is ridiculous and insufficient in this plan: it does not reach the financial amounts or the strategic scope of the American plan. In a word, what was to be our industrial replica is in fact only a pitiful confession of weakness. An admission of weakness that will end up exasperating net contributory countries, such as France, which are ordered to finance plans of the European Commission if they want to hope for something in return. European strategic sovereignty will not be born in the offices of the Commission, but thanks to the corporate spirit. Less standards, more freedom in state subsidies: this is what our strategic sectors need! In a few months, the future factory of the Safran group will have to be built. When we listen to the managers of this factory, we understand that, instead of building it in the Lyon region, it is now possible that they build it in the United States or Canada. I think this famous STEP plan will not change anything and I think it is above all a big concern for our European industry.",AGAINST,"Madam President, I strongly disagree with the notion that the Strategic Technologies for Europe Platform is insufficient. The proposed 13 billion euros in the European Union budget can indeed leverage nearly 160 billion euros in favor of innovation and competitiveness. This is a significant step towards promoting European strategic sovereignty. Rather than comparing ourselves to the American plan, we should focus on our own strengths and the benefits that STEP can bring to our industries. The corporate spirit and freedom in state subsidies are essential, but so is a coordinated European approach. The future factory of the Safran group is a prime example of how STEP can make a difference. By providing a supportive framework, we can encourage companies to invest in Europe, rather than looking elsewhere. I firmly believe that STEP is a vital initiative that can help our European industry thrive."
164489,"Madam President, the Commissioner, as president of the Reggi commission, I cannot leave your attack in good response to the position of our committee without response to the programming first, I want to tell you that the Commission used a budget rider, by inserting, in a regulation whose objective is different, a provision which precisely concerns technical provisions concerning cohesion - these are very bad methods but, on the merits, I want to tell you that , when we offer an additional year and 100% co -financing, we respond to the request of more than thirteen member states and we respond to the demand of a very large majority of regions - all of the German Länder, and French regions also . And what is the goal? The goal is the best absorption and avoid the maximum of automatic clearance. You cannot ignore, the Commissioner, that the cohesion policy was strongly involved during this programming. We responded to all the crises, we were present during all the crises (during the Pandemic of COVID-19-through the CRII, CRII+, REACT-EU-Pandeum, when taking charge of Ukrainian refugees- Through the Care regulations), and, necessarily, this has created a certain number of difficulties. So, the goal is to do everything to succeed in programming.",FOR,"Madam President, I strongly disagree with the proposal to establish the Strategic Technologies for Europe Platform (STEP) through a budget rider in a regulation with a different objective. This method undermines the transparency and accountability of our decision-making process. Furthermore, I believe that offering an additional year and 100% co-financing may not be the most effective solution to ensure the best absorption and avoid automatic clearance. We must not forget that the cohesion policy has been involved in various crises, but that does not justify the use of questionable methods. I urge the Commissioner to reconsider this approach and engage in a more open and inclusive discussion about the future of our cohesion policy."
163746,"Ms. President, Ms. Commissioner, dear colleagues, dear colleagues! Everyone knows the situation: you make a transfer, the money is immediately debited from your own account, but it takes at least one, usually two days until the money has also reached the recipient and is the weekend in between, it takes a holiday in between Accordingly longer in the 21st century, there is actually no good reason that the value of the value lasts so long. That is why it is also true that the European legislature intervened here: in the future we will no longer speak of days when transfers, but of seconds. The transition from the classic transfer to Sofortüberweisung is like changing from the post-carriage to the email. With the new regulation, immediate transfers will become the standard in the future, exactly at the same conditions as normal transfers. Today we still have the situation that some banks offer immediate transfers as a premium service and that this service can also be paid well. It will be different in the future. The European legislature has opted for an absolutely consumer-friendly variant, and of course we support this as an EVP parliamentary group. With immediate transfers, we take a very big step towards paying the future. But this also means that we have to consider whether we really need initiatives such as the digital euro for the end customer. The European Central Bank has praised the direct value value of transactions as one of the great advantages, but also that no middlemen, credit card systems or other providers are required. We now also solve all of this with the Sofortüberweisung. That's why I believe that we should talk again about how we should design a digital euro. With this regulation, we have a good argument that we do not need it for the end consumer.",FOR,"Ms. President, Ms. Commissioner, dear colleagues, I understand the enthusiasm for the instant payments in euro proposal, but I must express my reservations. While it is true that the European legislature has intervened to make transfers faster, we should not overlook the fact that the current system has its advantages. The fact that some banks offer immediate transfers as a premium service shows that there is a demand for it, but also that it comes with a cost. By making immediate transfers the standard, we risk undermining the business model of these banks and potentially limiting innovation in the sector. Furthermore, the European Central Bank has highlighted the benefits of a digital euro, including the direct value of transactions and the elimination of middlemen. I believe that we should not dismiss these advantages so easily and that the digital euro could still offer significant benefits for the end customer. Let us not rush into making immediate transfers the standard without carefully considering the potential consequences."
163746,"Mrs. President! Mrs. Commissioner! First of all, thank you to Michiel Hoogeveen, Shadows and our Technical Team for cooperation on this Dossier I remember that when I reported to be co -responsible for this document, I was told: what do you need it for? After all, it is only about transfers in euros, in the council they do not even want it to concern countries outside the euro area you do not even know how it motivated me and in the end we created a very good document. First, immediate transfers in euros will also be available with and on Accounts are not lived in euros. We won this so as not to divide the European Union into countries and countries B, showing how the common market should function. Secondly, immediate transfers in euros are to be no more expensive than ordinary transfers in euros available 24 hours a day, 7 days a week. This is not only convenience for citizens, but also a step towards the strategic autonomy of the Union in financial matters and competition for non -EU credit cards. We helped non -bank institutions in access to banking infrastructure, we fight money laundering, we prevent erroneous transfers. The key is, however, that we have shown that in such a complicated matter, which is finance and banking, the European Union is doing something for a citizen, something that a citizen understands and felt in everyday life. We show that Orbán, Kaczyński, Wilders or other opponents of the Union are wrong. The European Union works and works for all of us.",FOR,"Mrs. President! Mrs. Commissioner! I must respectfully disagree with my colleague's views on the Instant payments in euro proposal. While I understand the desire to show that the European Union works for all of us, I fear that this proposal may inadvertently divide the European Union into countries that use the euro and those that do not. By making immediate transfers in euros available with and on accounts not denominated in euros, we may be creating a two-tier system within the Union. Furthermore, the fact that immediate transfers in euros will be available 24 hours a day, 7 days a week may not necessarily be a convenience for all citizens, but rather an added expense for non-bank institutions that may struggle to adapt to this new infrastructure. Let us not rush into this proposal without considering the potential unintended consequences for all member states."
163746,"Madam President, Madam Commissioner, dear colleagues, have you ever made a transfer where you are offered to pay 1 additional euro to choose the instant payment option in ten seconds? Well it is now over, because we make instant payment the standard now, payment service providers will have to provide consumers and companies with instant payment solutions in addition to conventional transfers. It will no longer be possible to apply additional costs to instant payments which are greater than those invoiced for ordinary transfers. Yes, we continue to digitize our economy, and we do so by strengthening security. How? By ensuring that, for instant payments and ordinary transfers, the name of the beneficiary corresponds well to the IBAN (through verification), in order to avoid errors and fraud. We also recall, with these new rules, that the euro is indeed our political project and rediscover our attachment to this single currency, since the new rules will also come into force in countries which are not members of the euro zone - of Here a longer period, however. While the Union of Capital Markets is a priority for 2024, this new step will allow us to develop more competitive payment solutions, to streamline transactions in the European Union, to improve the strategic autonomy of the economic sector and European financial, in order to no longer be dependent on the financial institutions of third countries. Yes, thanks to this, we have a lock favorable to the union of capital markets, and which allows you to move forward.",FOR,"Madam President, Madam Commissioner, dear colleagues, while I understand the intention behind making instant payments the standard, I have to express my concerns about the potential implications. By forcing payment service providers to offer instant payment solutions without additional costs, we risk undermining the competitiveness of our financial institutions, making them dependent on the European Union's regulations. Moreover, the verification process to ensure the name of the beneficiary corresponds to the IBAN may add an extra layer of complexity, potentially slowing down transactions. Furthermore, extending these rules to countries outside the euro zone could create uneven playing fields and hinder the strategic autonomy of their financial sectors. Instead of rushing into this, we should focus on developing more competitive payment solutions through innovation and fair competition, rather than relying on regulatory measures."
163746,"Madam President, Madam Commissioner, Rapporteur, Dear colleagues, the text we are about to adopt will bring certain profits for European Union consumers Instant transfers, it is more facility, insurance, security and practicality for each and everyone as an individual, but also as a small or medium -sized business in a few months, thanks to the work and fights that we have carried out within the framework of these regulations, It will be possible to send or receive very simply transfers in the euro zone in a few seconds and for free. Banks will no longer be able to surcharge these instant transfers. Beyond the practical aspect, security will also be there since the verification of the IBAN must be carried out by the service provider, and this at no additional cost. We have also provided the fair and fair competition conditions with electronic operators, who will have to offer services under the same conditions. We can regret that this period is longer for countries outside the euro zone, but these instant transfers will soon be a reality for the whole European Union, and that is so.",FOR,"Madam President, Madam Commissioner, Rapporteur, Dear colleagues, while I understand the enthusiasm for the proposed Instant payments in euro, I have to express my concerns about the pace of implementation. As we all know, this period is longer for countries outside the euro zone, which may lead to unequal treatment and unfair competition conditions. Furthermore, we should not overlook the fact that banks will no longer be able to surcharge these instant transfers, which might affect their business models and potentially lead to losses. I think we should take a more cautious approach and consider the potential consequences of this regulation on all member states and financial institutions."
163746,"Dear Ms President, Bank Sector in most Member States of the European Union seems to have fallen asleep in some segments to another bank, domestic or foreign, and more days are competing to classic banks, ie modern fintech company, allowing immediate payments to the entire European Union , and even mostly free banks currently do not offer such services mainly because of the lack of competitive pressure, I think. The unwillingness of banks can also be seen that in all countries with the largest share of immediate payments, the initial impulse was coordinated by the central authority, such as the State, the National Bank or the Bank Association. This is an example of a regulation that will benefit consumers. Since the banking sector is regulated at a full -time level, this regulation should also be coordinated in the same space. The measure will also contribute to a more efficient functioning in the single market by deepening competition in the payment market. According to the Commission, the delay of money transfers temporarily blocks EUR 200 billion. The release of this amount will mean an increase in EUR 1.8 billion.",FOR,"Dear Ms President, while I understand the appeal of introducing instant payments in euro, I must express my concerns about the potential consequences of such a regulation. If the banking sector is indeed regulated at a full-time level, shouldn't we be cautious about imposing another coordinated regulation that might stifle innovation? The fact that the initial impulse for instant payments in countries with the largest share of immediate payments came from central authorities, such as the State or National Bank, might also indicate that this is an area best left to national or local decision-making, rather than EU-level coordination. Furthermore, if the delay of money transfers temporarily blocks EUR 200 billion, shouldn't we focus on addressing the underlying issues rather than just releasing this amount, which might not necessarily lead to the promised increase of EUR 1.8 billion?"
163746,"Madam President, my dear colleagues, the implementation of instant payments in the euro zone should undoubtedly be progress for users and consumers in the European Union but, do not be mistaken: we are not however Leaving financial dependence on the United States how is it that we do not manage to grant our 27 member states towards this same objective, even though the BRICS, however different they have, have succeeded in agreeing on a common political objective: to decrease their dependence on states-united with regard to their financial transactions? Of course, neither the dedollarization nor the end of American domination over the international monetary system is for tomorrow. But everywhere - everywhere! -Except within the European Union, which aligns the United States, to the detriment of national sovereignty of the States, the first steps are launched. It is strange that one cannot tend towards the same objective - 27 Member States - within the framework of this union, which, I remind you, was created precisely to weigh on the world scene. So, either the method is bad, or we can wonder about the real political will of the European Union as to our independence from Washington.",AGAINST,"Madam President, my dear colleagues, I strongly believe that the implementation of instant payments in the euro zone is a crucial step towards progress for users and consumers in the European Union. It is true that the BRICS have made efforts to decrease their dependence on the United States for financial transactions, but this does not mean that we should follow the same path. In fact, aligning with the United States can be beneficial for our national sovereignty, as it allows us to tap into a well-established and secure international monetary system. Rather than questioning the real political will of the European Union, we should focus on the benefits that instant payments can bring to our citizens. By embracing this technology, we can strengthen our position on the world scene and demonstrate our ability to work together towards a common goal."
164536,"– Mr President, honourable Commissioner, dear colleagues, almost 600 days ago, Russia launched a brutal and murderous attack against the sovereign state of Ukraine Since the very first day of this cold-hearted attack, the European Union has stood by the side of Ukraine, providing EUR 30 billion from the EU budget in support so far The Ukraine Facility will continue this support. It will ensure continuity and predictability of the support for the next three years. EUR 50 billion is a reasonable start for rebuilding Ukraine, but we all know that we will need more in the future. The economic costs of the Russian attack are already now around EUR 270 billion, and the process of rebuilding Ukraine has been estimated to cost around EUR 384 billion. In addition, the psychological toll on the Ukrainian people will be immeasurable. It is of high importance that the facility paves the way for Ukraine to become a member of the European Union. Endorsing the rule of law, as well as other fundamental European values, will create a steady foundation for a stronger Ukraine. It will finally allow for Ukraine’s complete separation from the Russian influence. When implementing the Ukraine Facility, the European Union and Ukraine must ensure that the funds end up with correct beneficiaries. There must be zero tolerance for misuse of EU funds. This is of high importance in order to maintain the legitimacy of the Ukraine support in the eyes of EU citizens. But, as long as this principle is respected, Ukraine can rest assured that the European Union stands by its side as long as it takes.",FOR,"Mr President, honourable Commissioner, dear colleagues, while I understand the desire to support Ukraine, I have concerns about the Ukraine Facility. The economic costs of the Russian attack are indeed significant, around EUR 270 billion, but the proposed EUR 50 billion for the facility seems like a drop in the ocean compared to the estimated EUR 384 billion needed for rebuilding. Furthermore, the implementation of the facility must ensure zero tolerance for misuse of EU funds, but how can we guarantee this when the current estimate for rebuilding is already so high? I fear that without a more comprehensive plan and stricter controls, we risk wasting EU citizens' money. Additionally, while endorsing the rule of law and European values is crucial, we must not rush Ukraine's accession process. Instead, we should focus on providing more targeted support that addresses the immediate needs of the Ukrainian people, rather than making long-term promises we may not be able to keep."
164536,"Mr. Chairman! Mr. Commissioner! Constant and predictable financial assistance for Ukraine is of fundamental importance. The proposal of the Commission is a good starting point. Parliament in the course of its work has enriched this proposal and I hope that our position will meet with understanding from other EU institutions we want to support the current budget needs of Ukraine, its reconstruction and its reconstruction and its reconstruction Preparation for membership in the Union. We allocate a large amount for this. However, we must be aware of the fact that the scale of current budget shortage is colossal and here probably will hit a large part of our help. At the same time, Ukraine may soon lose their ability to take loans at international financial institutions. This means that the financing of reconstruction is becoming illusory at the moment. The damage caused by the Russian aggressor is many times greater than the help we can provide. In this situation, the leading matter is to confiscate Russian state funds frozen in our countries. The claim that this cannot be done legally is false. The aggressor does not use any immunity. Parliament proposes such an action and I appeal to committees and Member States to go in this direction. The reimbursement of the perpetrator of the most severe crime of international law would be an unforgivable mistake. I know that some governments are against confiscation. The reason may be erroneous legal expertise or the pressure of the business fearing confiscation of property by Russia. I would like to point out that Russia has already nationalized the property of Western companies with a value of tens of billions of euros on its own initiative. Let's finally be firm. Delaying with a decision is a way to failure.",FOR,"Mr. Chairman! Mr. Commissioner! I understand the sentiment behind the proposal to Establish the Ukraine Facility, but I must express my reservations. While I agree that Ukraine's current budget needs and reconstruction are of utmost importance, I strongly believe that confiscating Russian state funds frozen in our countries is not the solution. Some governments have raised legitimate concerns about the legality of such an action, and I fear that ignoring these concerns would set a dangerous precedent. Moreover, we must consider the potential consequences of such a move, including the risk of Russia retaliating by nationalizing even more Western assets. We have already seen Russia nationalize tens of billions of euros worth of Western companies' property on its own initiative. Instead of rushing into confiscation, let us focus on providing targeted financial assistance to Ukraine through the proposed facility and work towards a more diplomatic solution to address the country's reconstruction needs."
164536,"; - Dear President of the meeting, Commission Mary, dear Ukrainians, colleagues and colleagues. Today is 600 days when Russian aggressors systematically destroy the country's infrastructure, kill the people of Ukraine and commit other terrible war crimes. Russia's war against Ukraine and its price is enormous. It will take decades to recover from the country and its economy. The European Union's decision to develop a long Ukrainian support program of 2024-2027 is a truly welcome step. This is clearly confirmed by the solidarity of our policy towards Ukraine, so these are real real actions. It is important for all of us to enable the Ukrainian support program to be fundamentally modernized in the country's economy, increases energy efficiency and eventually leads to the growth of people's income. I emphasize that the full -fledged and responsible involvement of the Ukrainian side of the Government - Verkhovna Rados - is necessary, as well as the involvement of socio -economic partners. The Ukrainian instrument is a really good example of the European Union and Ukrainian partnership. This is the path forward. The restoration of the economic potential of Ukraine and the progress of society will become the best symbol of the Russian imperial defeat. I believe that!",FOR,"Dear President of the meeting, Commission Mary, dear Ukrainians, colleagues and colleagues. While I understand the solidarity behind the proposed Ukraine Facility, I have to express my concerns about the enormous price of Russia's war against Ukraine. It will take decades to recover from the country and its economy, and I fear that our proposed support program of 2024-2027 might not be enough to cover the costs. Moreover, I think it's crucial to acknowledge that the full-fledged and responsible involvement of the Ukrainian side, including the Government and Verkhovna Rados, as well as socio-economic partners, might be difficult to achieve. Instead of rushing into this partnership, I suggest we take a step back and reassess our approach to ensure that our actions are indeed leading to the growth of people's income and the modernization of the country's economy. Let's not forget that the restoration of Ukraine's economic potential should be a well-planned and sustainable process, rather than a rushed attempt to symbolize the defeat of Russian imperialism."
164536,"President, Mr. Commissioner, dear colleagues! As someone rightly said: Russia is actually a petrol station that pretends to be a supermarket for far too long, the world has fallen into the myth of the Russian military power so that hopefully it will soon be over in 600 days. . They gradually free - and above all their lake access. Odessa's ports are almost freely accessible, cereals are exported, the Russian fleet has been submerged. Ukraine naturally defends its own, but also our freedom in the EU. Every cent that we invest in Ukraine is the best money invested in democracy and our security. The new Ukraine facility-a 50 billion aid-will help the Ukrainians not only survive, but also to rebuild the country. It should get better and greener. The Ukraine of the future will be a model for everyone else. We have ensured that the Ukraine of the future will be determined by its population, which is represented by its government, its parliament, its civil society and its communities. It is the people who decide what the Ukraine of tomorrow will look like. Since the European taxpayers should know how their money is spent, we have equipped the Ukraine facility with extensive transparency. This ensures that a cent invested in the country can be accounted for. The facility for Ukraine is also a forerunner for the state's EU membership. It offers a perfect synergy between reconstruction and reforms. With our joint efforts, the free, united democratic Ukraine will be the green engine of the European future. Many thanks to the two rapporteurs for the good cooperation!",FOR,"President, Mr. Commissioner, dear colleagues! I understand the enthusiasm for the Establishing the Ukraine Facility proposal, but I have to express my concerns. The proposed 50 billion aid is a significant amount, and I question whether it's the best use of our taxpayers' money. We've been told that every cent invested in Ukraine is a good investment in democracy and our security, but how can we be certain of that? The facility's transparency measures are a step in the right direction, but I'm not convinced they're enough to guarantee accountability. Furthermore, I'm worried that this facility might create unrealistic expectations about Ukraine's future and its potential EU membership. We should be cautious not to overpromise and underdeliver. Let's take a step back and reassess our priorities before committing to such a large investment."
164536,"Mr. Chairman! Mr. Commissioner! I live near the border with Ukraine and I know perfectly well what drama is playing there, I often hear planes flying over Ukraine and landing in Rzeszów to help Ukraine and of course we support all those actions that aim to help Ukraine to see Ukraine in the European Union in the future It is obvious to me, however, we are opposing the multiplication of requirements at the moment when it comes to Ukraine, as well as the so -called greenness of various types of investments, Ukrainians need bread, water, work, and not problems related to ecology for this time, you also need to help Ukrainians in the Ukrainians in combating corruption. This is a big problem and this country must deal with it if it wants to be in the future in the European Union. We are talking about large money for Ukraine, about 50 billion euros - this is ok. We are talking about loans, we are talking about subsidies. I am sure that it will be in total subsidies, because Ukraine's GDP is currently -106 %. They will not even have anything to pay off this borrowed money from. In connection with the above, we definitely talk as a group of European conservatives and reformers for reliable analysis of help for Ukraine and for reliable information on how much funds and when we have already given Ukraine, because these corruption situations are quite difficult there. Ukraine is fighting, also on behalf of the European Union. We hope that Ukraine will simply win this war, and the European Union will help it in this war. As a side note, of course, I want to mention not to formulate very unpleasant and false information about Ukraine, and at all about what is happening on the outskirts of Ukraine. Elections were held in Poland yesterday. Manfred Weber said forty minutes ago that Donald Tusk won this election. This is not true, ladies and gentlemen, it is such black information. The Citizen Platform coalition, i.e. the Donald Tusk party, won 28% of votes, Law and Justice, the Law and Justice party for today, for now won 38%. If Mr. Weber has some new mathematics, let him implement it in Germany, not in the European Parliament.",AGAINST,"Mr. Chairman! Mr. Commissioner! I understand the concerns raised about the Ukraine Facility, but I must respectfully disagree. The proposal to provide 50 billion euros in loans and subsidies is a necessary step to support Ukraine's future in the European Union. While it is true that Ukraine's GDP is currently -106%, this is precisely why we must act now to help them rebuild and recover. The EU's help is not just about providing bread and water, but also about supporting Ukraine's long-term economic growth and stability. Furthermore, the requirements for green investments are not a hindrance, but rather an opportunity for Ukraine to build a sustainable future. We must also acknowledge that corruption is a serious issue in Ukraine, but this is all the more reason to provide support and guidance to help them overcome it. Let us not forget that Ukraine is fighting not just for its own future, but also for the values of the European Union. I urge my fellow MEPs to support the Ukraine Facility and provide the necessary help to Ukraine in this critical time."
